Sample #,Fx,Fy,Fz,Mx,My,Mz,RTA,RSO,LTA,LSO,GO
2290,-2.526157,2.846127,-622.522339,443665.625,-4049.943115,3725.620361,-0.002844,-0.000913,-0.000893,-0.005976,0.002357
2291,-2.274189,2.630599,-621.659607,445484.5313,-4232.416016,3184.82666,-0.002959,-0.026548,-0.003907,-0.001589,0.001251
2292,-2.27335,2.96512,-621.814819,443594.5,-5064.745605,3705.454346,-0.001738,-0.030096,-0.006882,0.032171,0.004112
2293,-2.212783,2.917385,-621.07074,443853.5,-4057.106934,3705.053955,0.005128,-0.01354,-0.0057,0.004286,0.001099
2294,-2.206348,4.680474,-620.310059,444168.6563,-2977.927246,3945.569824,-0.004218,-0.015524,0.008148,-0.036608,0.002586
2295,-2.381673,1.73355,-622.919006,443971.5938,-4685.978516,3686.979248,-0.002348,-0.009039,0.000824,-0.024478,-0.001457
2296,-2.607499,2.361241,-621.090088,444655.4375,-4181.775879,3706.643799,0.00139,-0.000151,0.002159,-0.006587,-0.001915
2297,-2.445438,2.436682,-626.720154,443431.9688,-4116.454102,3822.116943,0.005548,-0.003088,-0.010506,0.009359,0.00209
2298,-2.458675,2.699101,-620.881226,443539.4063,-4134.961914,3844.01001,0.00284,-0.012243,-0.00322,-0.010783,-0.003365
2299,-2.387957,2.264943,-620.890137,443621.25,-4244.163574,3701.179932,-0.008185,-0.007628,-0.002076,-0.000865,0.003654
2300,-2.405905,2.506615,-622.939575,445754.375,-4124.342285,3649.064209,-0.009978,-0.005453,0.016044,0.005926,0.000793
2301,-2.367951,2.676798,-623.442932,443739.125,-4187.111328,3744.469482,-0.016692,-0.00614,0.014442,0.003027,0.002815
2302,-2.357655,1.972962,-619.441528,443631.0313,-4628.693359,3771.74292,0.007875,0.011751,0.005516,0.021909,-0.000771
2303,-2.432386,2.263332,-616.110535,442509.9375,-3763.79834,3775.055908,0.005205,0.004847,0.000404,0.03053,0.001366
2304,-2.578495,2.677836,-620.833313,441270.8125,-4306.708496,3715.231201,-0.000746,-0.006521,-0.003258,-0.033823,0.00106
2305,-2.30676,1.976504,-621.045471,442271.5625,-4193.737793,3647.623779,-0.002806,-0.006216,-0.00528,-0.029551,0.008041
2306,-2.6534,1.975872,-620.311096,442401.0313,-4085.465576,3740.572266,0.003145,0.007898,-0.003716,-0.018488,0.000908
2307,-2.415,1.97563,-621.052795,442790.9375,-4073.800049,3737.897461,-0.002577,0.008738,0.006736,-0.030848,0.00293
2308,-2.460102,1.612916,-621.610474,443196.1875,-4019.729248,3769.5,0.006692,-0.005682,0.009712,-0.029322,-0.001114
2309,-2.272053,2.119216,-620.351868,444079.6875,-4060.667969,3712.823486,-0.002272,-0.004004,0.003723,-0.014178,0.001022
2310,-2.251075,1.66258,-621.212708,441377.4375,-4240.797852,3694.700684,-0.007422,-0.017279,-0.008522,-0.016963,0.005791
2311,-2.216345,2.481521,-621.245178,443224.4688,-4160.203125,3856.950928,-0.006773,-0.011404,-0.00013,-0.025088,-0.000885
2312,-2.478202,4.271685,-621.2276,443150.3125,-4310.203613,3700.364502,-0.004065,-0.015181,-0.00673,-0.012843,0.005562
2313,-2.048652,2.485243,-626.928772,444400.9063,-4084.853516,3649.306152,-0.011542,-0.028646,-0.004784,0.014585,0.002434
2314,-3.836864,2.776901,-623.61908,444904.3125,-3714.611328,3572.54541,-0.002654,0.004923,0.003684,0.015348,-0.001648
2315,-2.812188,3.275715,-621.793518,452527.375,-3862.419189,3538.441162,0.008142,0.032541,-0.001084,0.009512,-0.002831
2316,-2.597704,1.782644,-620.882751,443446.7813,-4024.097168,3659.093262,0.003183,0.042383,-0.009667,0.020841,0.004074
2317,-2.701131,1.469401,-621.429993,443460.7188,-3941.719238,3609.822754,-0.001967,0.024149,-0.003907,0.011839,0.002396
2318,-2.815351,2.265431,-619.771912,442971.7813,-4110.355469,3731.937988,-0.003111,0.005381,-0.008561,0.020383,0.001595
2319,-2.781766,2.313175,-619.595154,443358.4688,-3974.187012,3767.951904,-0.00479,0.000498,0.000862,0.009245,0.003731
2320,-2.725559,2.604386,-619.777527,443281.0938,-4126.714844,3616.087891,-0.007575,-0.002859,0.011276,-0.013453,0.003387
2321,-3.143694,1.783873,-620.870178,443318.0938,-3937.602539,3636.317627,0.003984,-0.014151,0.001129,-0.015055,0.00087
2322,-2.783479,2.120467,-618.491272,442974.6875,-3866.628662,3674.958008,-0.001471,0.00149,-0.001694,0.014432,0.001366
2323,-2.38661,1.92986,-622.916199,444803.9688,-3756.758789,3401.822266,-0.005362,-0.007208,-0.009018,0.013555,0.001823
2324,-2.656915,2.119498,-619.250061,443948.5625,-4132.415039,3679.299805,0.002,-0.007666,-0.007531,0.01962,0.000565
2325,-2.782696,1.707552,-613.952271,443824.75,-3895.604004,3535.583496,0.003259,0.00313,-0.009171,0.012945,-0.000809
2326,-2.651481,2.217819,-620.889343,443558.4375,-4432.95166,3581.967529,0.002725,0.00355,0.009139,-0.022837,0.004761
2327,-2.919185,2.16821,-618.321533,443491.4375,-4045.9375,3680.584229,0.003221,-0.005644,0.003952,-0.039469,0.000984
2328,-2.595294,2.07171,-621.686157,446936.1563,-3973.807861,3492.175781,0.002725,0.002634,0.002006,-0.027186,0.000298
2329,-2.608068,2.194673,-619.417297,443425.625,-3946.80835,3447.14209,0.002687,-0.006903,0.00357,-0.002276,0.005714
2330,-2.385765,2.174067,-626.526062,442921.7188,-3942.903076,3492.401367,0.00181,-0.007704,-0.004784,0.020078,0.002205
2331,-2.51326,2.555306,-618.899597,444706.2813,-4100.225586,3474.435791,-0.001166,-0.003965,-0.011116,0.017866,0.001556
2332,-2.631422,2.265619,-622.162659,443819,-3977.849609,3767.698975,-0.004408,-0.009687,-0.00734,0.002874,0.00415
2333,-2.569598,2.122925,-619.962646,443234.8438,-3991.051514,3397.32251,-0.002921,-0.008772,0.00109,0.010236,0.000603
2334,-2.7949,5.484586,-625.269592,444338.7188,-5079.189453,3263.351318,0.005662,-0.006178,0.000595,-0.009867,0.000679
2335,-2.85543,-0.444556,-618.754028,443666.2188,-5970.043945,3667.908203,0.006692,0.007173,-0.009095,-0.016161,-0.000809
2336,-2.907645,2.263894,-616.139282,443806.9688,-4098.131348,3617.446289,-0.003149,0.007364,-0.007531,-0.011775,0.002167
2337,-2.849552,2.074977,-621.609863,443565.2813,-4056.787598,3463.914063,-0.007422,-0.0082,-0.003411,0.003065,0.000565
2338,-2.835562,2.074879,-621.789246,443436.1563,-4034.639893,3500.416748,-0.012648,-0.005034,-0.004784,-0.005213,-0.001343
2339,-2.667505,1.976711,-620.349731,443955.5625,-4300.578613,3462.283936,-0.00891,0.004389,0.009712,-0.006854,0.000793
2340,-2.778928,2.38985,-621.046326,443161.5938,-3790.188965,3417.515137,-0.007308,0.002634,0.001854,-0.010172,0.003845
2341,-2.691904,2.00153,-621.273804,444669.125,-4133.270508,3405.388916,0.001275,0.014917,0.001701,0.000013,0.005257
2342,-2.789734,2.242229,-618.687927,443552.6563,-3986.056885,3506.671387,-0.000174,0.011408,0.00254,0.005964,0.003311
2343,-2.430033,2.273487,-626.351135,443239.4688,-4033.348145,3121.831055,-0.002577,-0.006292,-0.004479,0.00089,0.002586
2344,-2.835063,2.198006,-623.069763,443497.3125,-4168.172363,3287.759033,-0.007956,-0.001333,-0.002038,0.004323,0.00518
2345,-2.687819,2.705409,-622.305359,442891.25,-3268.829834,3429.396729,0.001619,0.002291,-0.004746,-0.005938,0.001823
2346,-2.925294,2.097712,-621.25885,444342.2813,-3966.986084,3561.777588,-0.005667,-0.006788,0.004714,-0.003382,-0.001724
2347,-2.940704,3.065727,-620.869141,443717.5313,-3846.721436,3476.085938,0.005701,0.000345,0.001052,-0.005213,0.001938
2348,-2.990776,2.509852,-620.334534,443933.6875,-4037.289063,3396.335938,0.000665,0.007479,0.005363,0.010808,0.002167
2349,-2.855735,2.631431,-621.427063,443865.5313,-3954.963623,3375.680176,-0.008299,0.00107,0.001434,0.010808,0.002892
2350,-2.687174,2.145629,-618.704224,444139.4063,-4034.818115,3415.388672,-0.00418,-0.002745,0.002731,0.00234,0.00251
2351,-2.660146,2.196725,-622.34729,443949.5625,-3926.18335,3354.268311,-0.002882,-0.006025,-0.005585,-0.008265,0.001328
2352,-2.928604,2.220553,-619.404297,442776.4688,-4240.018555,3320.326416,-0.008261,-0.004728,0.005668,-0.006587,-0.000809
2353,-2.398818,2.244678,-625.128235,445897.2813,-3807.139648,3359.511719,-0.009673,-0.004995,0.010627,-0.010363,0.001099
2354,-2.526809,2.871019,-622.85437,442239.4688,-3990.516602,3810.118896,0.002267,0.01137,-0.00074,0.00562,0.000336
2355,-2.773381,2.944896,-621.462158,445407.875,-4075.664063,3282.078125,-0.004103,0.008623,-0.005471,0.010313,0.002243
2356,-2.656202,2.677249,-620.779358,447556.3125,-3873.186279,3248.303223,-0.010741,0.005457,-0.011956,-0.000788,0.003769
2357,-2.835861,2.439148,-627.476746,444988.3438,-4017.063965,3513.034424,-0.008643,-0.006521,-0.004441,-0.004641,0.000565
2358,-2.499899,2.21942,-621.447876,444335.7188,-4038.12085,3387.123779,-0.00952,-0.0222,-0.009896,-0.009257,0.002968
2359,-2.846095,2.219416,-621.856323,446540.75,-4031.548584,3261.138916,-0.009139,-0.016211,-0.001046,-0.007998,-0.001076
2360,-2.849029,2.53369,-619.969177,443931.625,-3931.786133,3403.253662,-0.009024,-0.001791,0.000404,-0.010363,0.002319
2361,-2.832539,2.777076,-622.348145,444249.9375,-4007.538818,3311.309814,-0.009139,-0.01087,0.004409,0.009397,-0.000122
2362,-2.935936,2.364922,-617.796143,444581.4063,-4032.611328,3151.364502,-0.011504,-0.015943,-0.007798,0.004514,0.001671
2363,-3.007871,3.863432,-619.24231,445430.4063,-3154.895508,3311.871582,-0.007765,-0.007246,-0.006691,-0.000597,0.001671
2364,-2.914149,2.756229,-626.364563,444258.25,-4134.98291,3171.200195,-0.015662,0.005762,-0.008446,-0.000674,-0.001877
2365,-2.931863,3.188083,-621.053162,443647.0313,-4035.077148,3287.064941,-0.007231,-0.001333,-0.00364,-0.001589,0.002472
2366,-3.071226,2.559283,-621.985168,444129.375,-4305.387695,3327.595703,-0.006506,-0.019377,0.004409,-0.005709,0.007545
2367,-2.887011,2.4627,-622.711914,444328.875,-3778.501221,3391.217529,-0.00334,-0.01663,0.010971,0.004247,0.000374
2368,-3.196934,2.487703,-622.002869,445298.5,-3975.119141,3178.193359,-0.003645,-0.015371,0.011695,0.010389,0.001671
2369,-3.048932,2.849845,-621.610413,444310.5313,-3751.140625,3305.482178,-0.010397,-0.009649,-0.006157,0.008138,0.002472
2370,-2.587537,2.63109,-619.631287,444962.125,-3993.976807,3140.473389,0.002763,-0.001486,-0.008217,-0.010096,-0.000084
2371,-3.040304,3.14062,-622.349609,444299.6875,-4313.481934,3179.683105,-0.008109,0.007555,-0.000702,-0.009638,0.002663
2372,-3.011147,2.637138,-630.365967,444207,-3589.068848,3325.793701,-0.008643,0.00065,0.002807,-0.007082,0.010139
2373,-2.609592,2.347362,-621.603271,443095.375,-4163.395996,2683.799072,0.003374,-0.003508,0.001281,-0.008456,0.0019
2374,-3.230514,4.30034,-618.656616,444892.3125,-2228.018555,3291.129639,-0.002463,0.009348,-0.007683,0.001539,0.002319
2375,-2.941293,2.655232,-621.249634,444188.625,-3923.56958,3396.24585,-0.000708,0.007097,-0.001923,0.003522,0.000755
2376,-3.310547,2.704768,-621.797546,444447.4375,-3949.377197,3326.901611,-0.002425,-0.003241,-0.008904,0.004781,0.000298
2377,-3.263011,3.792964,-622.694214,444468.9375,-3591.002441,3364.413086,-0.005438,-0.006407,-0.016991,0.000623,-0.000008
2378,-3.325107,2.70559,-621.801636,444641.3125,-3949.728516,3214.046875,-0.002539,0.002939,0.004943,-0.002085,0.000755
2379,-3.054256,2.485881,-620.346008,444453.125,-4070.940918,3329.12793,-0.007842,-0.004156,0.0009,-0.001856,0.002777
2380,-3.095755,3.13883,-620.900208,444556.875,-4578.180664,3241.863037,-0.000899,0.003244,-0.005051,-0.002352,0.002739
2381,-3.025749,2.904005,-630.362122,443741.7188,-4011.108154,3191.505371,-0.00334,0.003168,-0.010659,0.010389,-0.000694
2382,-2.926018,2.14542,-617.631165,444656.0625,-4693.466309,3262.471924,-0.010092,-0.008428,-0.004174,0.000166,0.004265
2383,-2.780845,2.586657,-625.994202,444329.0625,-3643.711182,3237.220947,-0.009139,-0.007208,-0.000016,0.003637,0.001976
2384,-3.098529,3.164579,-621.790833,444233,-3896.415527,3249.470947,-0.004675,-0.004118,-0.009972,-0.007349,0.00312
2385,-2.922241,2.728446,-621.444336,444898.2813,-3776.431641,3275.810791,-0.006354,0.000498,-0.000702,-0.006892,-0.000923
2386,-3.17288,2.796594,-615.055603,444495.3125,-4303.64209,3383.814209,-0.001776,-0.00099,-0.003029,-0.003191,-0.000351
2387,-3.096049,2.999621,-628.916016,444383.25,-4076.235352,3164.249268,0.004404,0.003473,-0.009705,0.01222,-0.001915
2388,-3.135787,2.851665,-624.537781,444121.9375,-4375.208496,3216.677002,0.001657,-0.004461,-0.022904,0.005506,-0.003098
2389,-2.740893,2.077394,-621.964661,443240.125,-3834.787842,3248.650635,0.003526,0.002977,-0.009896,-0.002161,0.004379
2390,-2.57195,2.754553,-623.420593,443150,-3903.695557,3262.979492,-0.008337,-0.000151,0.000175,0.004285,0.00293
2391,-2.922091,2.956871,-637.31427,444724.4688,-3785.182373,3023.731445,-0.004866,0.017626,0.016311,-0.003916,0.000374
2392,-2.68484,2.46506,-623.072449,444133.0313,-3629.324219,3142.536865,-0.017455,0.008852,0.002464,-0.007464,0.000984
2393,-3.027252,2.826697,-621.981995,443793.1563,-4581.345703,3128.399658,0.002382,0.017168,-0.006882,-0.005366,0.001785
2394,-0.974913,3.020251,-622.042175,445916.75,-3869.004639,2647.324463,-0.000708,0.006983,0.003799,-0.006014,0.005753
2395,-3.437558,2.987087,-618.105164,442732.0313,-3874.063721,1356.828857,-0.007689,-0.004042,-0.003792,-0.010859,0.005295
2396,-2.793002,2.75095,-624.198364,445422.7813,-3955.26001,3546.345459,-0.007613,-0.00736,-0.002114,-0.009943,0.002205
2397,-2.841945,2.895441,-622.349365,444376.3125,-3994.089111,3595.204102,-0.007918,0.000803,-0.00013,-0.004832,0.003197
2398,-3.106719,2.896905,-619.423706,444174.875,-4095.145996,3287.13623,-0.007117,-0.004728,0.008796,-0.007121,0.001366
2399,-2.808479,2.875464,-623.448059,444636,-3862.329346,3160.96167,0.002954,0.007517,0.012725,-0.007502,0.000832
2400,-2.75632,2.318579,-622.342041,443879.375,-3864.5625,3269.204834,-0.003035,0.01671,0.005058,-0.00014,-0.002602
2401,-3.12815,2.816088,-606.456543,443829.4688,-3903.460938,3502.763916,-0.006201,0.008738,0.003952,-0.006358,-0.001419
2402,-2.602222,3.041997,-620.149231,444363.4063,-3399.808838,3323.729004,-0.001853,0.010073,-0.000054,-0.013644,0.004456
2403,-3.00886,3.202853,-612.113708,443826.3438,-4007.967529,3822.142822,-0.001471,-0.001524,-0.002953,-0.008418,0.001823
2404,-2.858929,2.768465,-612.321899,444750.9375,-3977.55127,3644.299072,0.001047,-0.004881,0.00296,-0.01208,0.002281
2405,-2.907806,2.777275,-621.247437,443858.6563,-4189.097168,3241.325684,-0.003951,-0.009649,0.005058,0.008634,0.004723
2406,-3.09405,2.921531,-620.863892,443464.1875,-3910.415527,3420.883545,0.002229,0.012819,-0.001961,0.011419,0.000755
2407,-3.082221,3.093156,-623.070068,444108.5625,-4074.016113,3185.33667,0.000207,0.008661,-0.005661,0.004095,-0.000542
2408,-3.096154,3.333977,-622.703979,444163.1875,-4072.900146,3262.749512,-0.010741,-0.019987,-0.007683,-0.012385,0.000641
2409,-3.096388,2.873992,-621.608948,444050.5,-3997.01123,3304.191406,-0.007956,-0.017317,-0.010468,-0.010172,0.00312
2410,-3.02046,3.502381,-620.690857,444411.0313,-3548.638916,3269.388672,-0.020049,0.001985,-0.003029,-0.009295,-0.000542
2411,-3.909007,2.63461,-620.129272,443539.7188,-4046.121582,3123.414307,-0.01158,-0.012358,0.003341,-0.0059,0.0056
2412,-2.831658,2.36543,-622.765808,446276.9688,-4220.098145,3196.593994,0.005815,0.001833,0.005325,-0.005442,0.002739
2413,-2.988005,2.70401,-621.798767,444252.5313,-3991.630859,3371.455811,0.004442,0.003244,-0.003144,0.002149,0.000412
2414,-2.797665,4.299031,-620.130615,443728.75,-3826.229248,3331.036621,-0.002844,-0.00778,-0.002572,0.009817,0.003731
2415,-2.881807,6.624856,-629.453674,444234.125,-5093.93457,3050.62915,-0.006545,-0.044325,-0.005547,-0.000864,0.002396
2416,-2.834411,2.679564,-621.804565,444253.2188,-4150.786133,3352.496582,-0.000136,-0.033339,-0.011689,0.007947,0.001289
2417,-2.957341,3.043122,-621.432007,444366.6875,-3900.991211,3259.226318,-0.006964,-0.007208,-0.003678,-0.003458,-0.001839
2418,-2.836253,2.826853,-623.796387,443732,-4021.989014,3283.748535,-0.009749,0.014345,-0.006768,-0.004984,0.002434
2419,-3.006809,2.728676,-620.520752,444377.8438,-3848.580078,3244.416992,0.001352,0.009043,-0.005471,-0.005213,0.007278
2420,-2.973159,2.971318,-623.072449,444178.6875,-3991.607422,3288.256348,0.000589,-0.006864,-0.0057,0.024045,0.0019
2421,-2.876954,2.53666,-621.561401,441795.2188,-3812.181885,3387.107178,-0.003417,-0.006254,0.002235,0.005354,0.001556
2422,-2.906213,3.04295,-623.458923,445019.2813,-4116.73877,3303.264893,-0.003226,-0.005034,-0.002839,0.001882,0.004494
2423,-2.698072,2.458008,-618.88739,444452.125,-3876.961914,3638.261963,-0.001891,-0.005224,-0.0028,0.002454,-0.003899
2424,-2.706515,2.7031,-621.076172,444315.3438,-4078.447754,3362.89209,-0.012419,-0.000456,-0.003449,0.001615,0.002205
2425,-3.239426,2.750728,-622.251587,448270.7188,-4148.416504,3220.091553,0.001466,-0.006445,-0.001961,-0.00323,0.004875
2426,-2.673483,2.848877,-621.262573,444697.9063,-3898.869873,3270.172607,0.003602,0.002024,-0.003067,0.018628,-0.000236
2427,-2.731632,3.018734,-621.769897,442942.4375,-3942.113525,3399.004883,0.001161,0.00065,-0.001999,0.026067,0.002701
2428,-3.051273,2.873683,-619.396362,443073.5313,-3899.816162,3301.327393,-0.003493,-0.005148,-0.001351,0.005773,-0.000122
2429,-2.990262,3.210355,-623.799255,444107.5625,-4034.049805,3651.449951,-0.006239,-0.004423,-0.009057,-0.012003,0.001976
2430,-2.913278,2.897813,-620.671814,443463.9375,-3318.314209,3414.115234,0.000207,-0.005033,0.008491,-0.024744,0.001022
2431,-2.824639,2.655721,-621.995605,444837.5625,-3927.339111,3301.820068,0.004632,0.001451,0.002578,-0.02051,0.003654
2432,-2.665429,2.250107,-627.820068,443632.8438,-4207.58252,3099.436279,-0.001357,0.014879,-0.001923,-0.027491,-0.000313
2433,-2.728303,2.82608,-625.798401,443348.0938,-4107.070313,3507.922363,-0.000861,0.007555,-0.007035,-0.018412,0.004646
2434,-5.018913,2.659832,-621.609619,445164.875,-4096.295898,3125.10083,-0.00376,0.015184,-0.006882,0.014776,0.002014
2435,-2.985152,-0.799945,-622.543274,443685.8125,-3851.314697,3413.247803,-0.007307,0.016138,0.00315,0.025266,0.001633
2436,-3.15699,2.824442,-621.618958,444442.3438,-4085.336914,3406.221924,-0.004332,-0.015028,0.003456,0.022291,0.002815
2437,-2.861034,2.800126,-620.145142,443726.3125,-3954.836182,3366.544922,-0.012801,-0.03269,0.004066,0.028623,0.003273
2438,-2.637355,2.774526,-619.975891,444180.75,-3942.650635,3441.815674,0.003984,-0.030325,0.000099,0.02107,-0.002449
2439,-2.880807,2.945456,-621.238647,443722.7188,-3966.506836,3402.032471,-0.000365,0.004732,-0.003258,0.021032,-0.001114
2440,-2.825826,2.824059,-618.480713,442619.9688,-4046.285889,3375.669434,-0.000441,-0.005987,0.003189,-0.017115,0.0019
2441,-2.70827,3.039225,-618.306519,443130.2188,-3915.302734,3592.17627,-0.009863,0.010568,-0.007683,-0.079523,0.005333
2442,-2.793511,2.604308,-618.877869,444121.5938,-3893.866943,3533.511963,0.002839,-0.008276,-0.009171,-0.06396,-0.000084
2443,-2.724016,2.846686,-620.504822,443466.8125,-3904.736084,3607.608398,-0.004523,-0.006979,0.005706,-0.012004,0.001595
2444,-2.787858,2.677953,-619.408752,443341.5,-3952.913574,3499.958008,-0.006621,-0.005262,0.004333,0.034459,0.005104
2445,-2.444155,2.561215,-619.474365,437900.0625,-3811.781738,3511.41626,-0.001395,0.003778,0.007499,0.021947,0.000603
2446,-3.169846,2.411404,-619.050049,443612.5313,-4122.287598,3572.309326,-0.001204,-0.028646,0.014366,0.017217,-0.003174
2447,-2.905068,2.751052,-619.583313,443079.75,-3959.094971,3487.171875,-0.008528,-0.001066,0.006774,-0.017344,0.004303
2448,-2.792705,2.438989,-623.417664,443035.0313,-3913.273926,3470.987061,-0.015318,0.014307,-0.005928,-0.012309,0.000565
2449,-2.836096,2.63175,-619.031128,442758.1563,-3970.24585,3287.128174,-0.011313,0.00992,0.000289,-0.015475,0.002243
2450,-2.697387,2.799339,-618.862671,443528.9688,-3804.845947,3390.401367,-0.00849,0.001795,0.002044,-0.068842,0.003769
2451,-2.660738,2.315761,-620.503296,443293.625,-3750.673584,3540.809814,0.00448,-0.003088,-0.000855,-0.050227,0.002968
2452,-2.703721,2.456017,-619.062683,443935.625,-4087.755127,3902.721191,0.003908,0.006754,-0.000168,-0.001094,-0.000504
2453,-2.741448,3.040091,-619.81189,445012.2188,-4129.82373,3376.034912,-0.001852,0.007059,-0.003106,0.009321,0.003654
2454,-2.284144,4.229872,-620.747192,439906.6563,-2058.507324,3528.434082,-0.003569,0.000956,-0.008103,-0.003306,0.001289
2455,-2.916544,2.689785,-632.53241,443364.5,-3316.05542,3064.669189,-0.001242,0.000994,-0.011689,-0.005785,0.000793
2456,-2.952724,2.726837,-619.954529,443470.5625,-3871.064941,3500.065918,-0.007422,0.004694,0.001815,-0.002772,0.001327
2457,-2.974886,2.946003,-620.491577,443073,-3896.348145,3380.681396,0.001504,0.009806,0.000938,0.01653,0.004532
2458,-2.831659,2.872653,-620.496826,443205.7188,-3878.449951,3444.325439,-0.000823,0.021517,0.002273,0.01283,0.006363
2459,-2.900224,2.413416,-619.054382,443869.4375,-3868.711182,3301.764893,-0.00685,0.009768,0.001625,0.016302,0.001938
2460,-2.632963,2.629096,-621.598206,443154.125,-4013.472656,3682.218018,-0.008872,0.000002,0.001091,0.011114,0.000717
2461,-2.701094,2.39343,-624.342468,443296.0625,-4142.441895,3126.095947,-0.003607,-0.005072,-0.002648,0.004858,0.000259
2462,-2.360199,2.454708,-612.111755,443076.8125,-3943.748291,3657.320313,-0.006735,0.003511,-0.005204,-0.010287,0.002014
2463,-2.965284,2.554088,-616.902527,445675.9063,-3881.685791,3509.356201,-0.004408,-0.008352,0.0083,-0.011012,-0.000351
2464,-2.852424,2.24515,-620.869507,443555.9688,-3637.608154,3366.574463,0.004213,-0.014112,0.002845,0.007223,-0.000809
2465,-2.789452,3.64838,-620.297913,442782.8125,-3822.591064,3204.845459,0.001314,-0.009916,-0.006882,0.021299,0.004074
2466,-2.822593,2.319846,-622.320068,442971.5625,-3817.045166,3226.270752,-0.012419,-0.016821,-0.005166,0.018285,0.001709
2467,-2.947965,3.018296,-620.147034,443781.9063,-4134.563477,3273.891602,-0.011389,-0.031202,-0.009362,0.000738,0.002129
2468,-2.874046,2.460735,-616.309692,443472.9063,-3923.571045,3272.154297,-0.012228,-0.025785,-0.005662,-0.002543,0.00148
2469,-2.947046,2.366313,-620.157837,444067.6563,-4080.620117,3183.365234,-0.000556,-0.027197,0.003379,-0.026347,0.004074
2470,-2.808189,2.685717,-630.547302,443751,-3891.885986,3271.247559,-0.003989,-0.02693,-0.000969,0.003217,0.002205
2471,-2.821023,2.480046,-614.500549,444054.0313,-4036.497559,3644.954346,0.005586,0.016786,-0.006501,0.024961,0.001747
2472,-2.641016,2.512473,-623.792542,444262.9063,-3018.965088,3370.793701,0.00139,0.083009,0.00109,0.033544,0.003349
2473,-3.010191,2.293587,-620.690552,443294.7188,-4208.160156,3309.744141,-0.006697,0.024645,-0.002877,0.011038,-0.001266
2474,-2.738314,3.64984,-619.281372,437660.5625,-4208.507813,3399.205811,-0.005324,0.009997,0.001052,0.006078,0.002129
2475,-2.777388,2.490158,-607.75824,444354.9063,-4106.878906,1976.300537,-0.003226,-0.003622,-0.003296,-0.013987,0.000984
2476,-2.883185,1.954326,-620.901062,444410.875,-4143.25293,3305.468018,-0.019667,-0.011213,0.006545,-0.050417,0.000679
2477,-2.917325,2.561628,-624.348389,443938.4375,-3970.563965,3245.24585,0.004976,0.001795,0.000671,-0.017993,-0.001114
2478,-2.924972,3.718876,-620.874451,444014.0625,-4041.78418,3349.094482,0.008104,0.016519,0.001472,0.024465,0.001442
2479,-3.105737,2.897373,-621.455566,445475.2188,-3902.104492,3264.574463,0.004556,-0.001066,-0.002114,0.038045,0.001785
2480,-2.968004,2.3178,-622.337646,444204.625,-3462.777344,3427.999023,-0.000365,-0.022428,0.001701,0.01386,-0.002068
2481,-2.827221,2.709405,-626.348083,443610.9688,-3947.891846,3068.075684,0.004518,-0.022085,-0.004288,0.024007,-0.000999
2482,-3.0512,2.629109,-616.489502,443467.4688,-3995.958984,3400.506592,-0.002539,-0.00675,0.008834,0.013822,0.00106
2483,-3.301246,2.364127,-618.379211,446463.5313,-4005.592773,3167.586914,-0.004714,-0.011518,-0.000512,0.003103,0.000679
2484,-2.92855,2.079819,-624.314392,442143.0313,-4047.947266,3220.979492,0.006311,-0.000609,-0.003487,-0.007731,-0.001038
2485,-2.067732,2.24555,-621.798584,443360.8125,-4092.320801,3188.93457,-0.001357,-0.009001,-0.010239,-0.032946,0.000069
2486,-2.890882,2.26656,-618.889099,444265.0313,-4207.894531,3415.052734,-0.006697,0.005533,0.004714,-0.04397,0.001633
2487,-3.209821,2.511881,-621.78363,443612.4063,-4016.148438,3323.59082,-0.015509,0.018351,-0.000512,-0.009181,0.00518
2488,-3.027501,2.075236,-620.901367,444341.5,-4380.967285,3294.39502,-0.015624,0.017969,-0.005013,-0.013262,0.00354
2489,-3.07541,2.123919,-619.788696,443948.0938,-3998.354492,3288.336426,-0.009749,0.005495,0.000595,-0.019175,0.001137
2490,-3.113692,2.248546,-622.886719,443753.4375,-4080.596436,3055.171631,0.006082,0.003855,-0.000626,-0.003153,0.004379
2491,-2.804025,2.129133,-623.809326,443952.9688,-4090.571045,2869.089844,0.001276,-0.006979,-0.002114,0.020269,0.002663
2492,-2.466583,2.122761,-621.457886,444922.7813,-3835.773682,3353.123779,-0.004942,-0.003469,-0.00013,-0.024706,0.003273
2493,-2.905064,2.336221,-614.500366,444059.4375,-4019.20166,3521.279297,-0.006697,-0.007284,-0.002343,-0.043017,-0.000542
2494,-3.006258,1.97506,-616.369812,444142.625,-5979.230469,3186.790039,-0.003493,-0.003698,-0.0028,-0.019747,0.002701
2495,-2.841169,0.840718,-621.880493,446857.5313,-4287.543457,3310.275879,-0.007002,-0.005072,0.014823,-0.014216,0.001289
2496,-2.969693,2.172371,-620.866272,443041.0938,-4075.270996,3401.982178,-0.003264,-0.009878,-0.0028,-0.006854,-0.001114
2497,-3.002122,1.931136,-620.896057,444152.375,-4249.440918,3219.808105,0.011537,0.006334,-0.006348,-0.004107,0.001175
2498,-3.065405,2.05205,-620.904053,444665.9063,-4183.188477,3184.113037,0.018365,0.004923,0.000862,0.021184,0.002319
2499,-3.19289,1.011528,-621.07373,443609,-4350.107422,3437.677246,0.008829,0.002176,-0.008942,0.003332,0.001289
